id,actual_miles,estimated_miles,error,map_url
5636,1059,1059,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.84444,-90.18861&markers=color%3Ared%7C31.54917,-97.14639&markers=color%3Agreen%7Clabel%3A2%7C41.84444,-90.18861&markers=color%3Ared%7Clabel%3A2%7C31.54917,-97.14639"
5646,655,654,-1,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.92389,-89.06861&markers=color%3Ared%7C35.47139,-93.46639&markers=color%3Agreen%7Clabel%3A2%7C41.92389,-89.06861&markers=color%3Ared%7Clabel%3A2%7C35.47139,-93.46639&markers=color%3Agreen%7Clabel%3A3%7C42.27111,-89.09389&markers=color%3Ared%7Clabel%3A3%7C35.47139,-93.46639"
5650,637,642,5,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.785,-85.76944&markers=color%3Ared%7C41.25861,-95.9375&markers=color%3Agreen%7Clabel%3A2%7C39.785,-85.76944&markers=color%3Ared%7Clabel%3A2%7C41.25861,-95.9375&markers=color%3Agreen%7Clabel%3A3%7C39.76833,-86.15806&markers=color%3Ared%7Clabel%3A3%7C41.25861,-95.9375&markers=color%3Agreen%7Clabel%3A4%7C40.04111,-86.87444&markers=color%3Ared%7Clabel%3A4%7C41.25861,-95.9375&markers=color%3Agreen%7Clabel%3A5%7C39.16528,-86.52639&markers=color%3Ared%7Clabel%3A5%7C40.6575,-96.65778"
5659,100,100,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C40.11639,-88.24333&markers=color%3Ared%7C40.41667,-86.87528&markers=color%3Agreen%7Clabel%3A2%7C40.11639,-88.24333&markers=color%3Ared%7Clabel%3A2%7C40.41667,-86.87528"
5672,452,458,6,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.15,-77.35&markers=color%3Ared%7C41.117,-85.117&markers=color%3Agreen%7Clabel%3A2%7C41.15,-77.35&markers=color%3Ared%7Clabel%3A2%7C41.117,-85.117&markers=color%3Agreen%7Clabel%3A3%7C40.48472,-78.01056&markers=color%3Ared%7Clabel%3A3%7C41.58222,-85.83444"
5673,1112,1112,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C36.16583,-86.78444&markers=color%3Ared%7C27.50611,-99.50722&markers=color%3Agreen%7Clabel%3A2%7C36.16583,-86.78444&markers=color%3Ared%7Clabel%3A2%7C27.50611,-99.50722"
5708,2517,2517,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C43.583,-79.65&markers=color%3Ared%7C34.2175,-118.36944&markers=color%3Agreen%7Clabel%3A2%7C43.583,-79.65&markers=color%3Ared%7Clabel%3A2%7C34.2175,-118.36944"
5719,1107,1091,-16,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.88472,-88.20389&markers=color%3Ared%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A2%7C41.88472,-88.20389&markers=color%3Ared%7Clabel%3A2%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A3%7C41.61,-87.64667&markers=color%3Ared%7Clabel%3A3%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A4%7C41.60083,-87.60694&markers=color%3Ared%7Clabel%3A4%7C29.93222,-95.38"
5720,647,647,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.28444,-84.35583&markers=color%3Ared%7C35.14944,-90.04889&markers=color%3Agreen%7Clabel%3A2%7C41.28444,-84.35583&markers=color%3Ared%7Clabel%3A2%7C35.14944,-90.04889"
5750,522,518,-4,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.955,-87.94&markers=color%3Ared%7C43.583,-79.65&markers=color%3Agreen%7Clabel%3A2%7C41.955,-87.94&markers=color%3Ared%7Clabel%3A2%7C43.583,-79.65&markers=color%3Agreen%7Clabel%3A3%7C41.78583,-88.14722&markers=color%3Ared%7Clabel%3A3%7C43.583,-79.65&markers=color%3Agreen%7Clabel%3A4%7C41.85,-87.65&markers=color%3Ared%7Clabel%3A4%7C43.583,-79.65&markers=color%3Agreen%7Clabel%3A5%7C42.0,-88.0&markers=color%3Ared%7Clabel%3A5%7C43.65,-79.383"
5758,678,678,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C43.5325,-90.0025&markers=color%3Ared%7C43.55,-80.25&markers=color%3Agreen%7Clabel%3A2%7C43.5325,-90.0025&markers=color%3Ared%7Clabel%3A2%7C43.55,-80.25"
5763,658,654,-4,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.117,-85.117&markers=color%3Ared%7C39.48611,-75.02611&markers=color%3Agreen%7Clabel%3A2%7C41.117,-85.117&markers=color%3Ared%7Clabel%3A2%7C39.48611,-75.02611&markers=color%3Agreen%7Clabel%3A3%7C41.15722,-85.48833&markers=color%3Ared%7Clabel%3A3%7C39.40194,-75.03972&markers=color%3Agreen%7Clabel%3A4%7C41.15722,-85.48833&markers=color%3Ared%7Clabel%3A4%7C39.40194,-75.03972&markers=color%3Agreen%7Clabel%3A5%7C41.15722,-85.48833&markers=color%3Ared%7Clabel%3A5%7C39.8675,-75.095"
5773,1102,1102,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.56306,-95.12139&markers=color%3Ared%7C41.01194,-76.84806&markers=color%3Agreen%7Clabel%3A2%7C39.56306,-95.12139&markers=color%3Ared%7Clabel%3A2%7C41.01194,-76.84806"
5776,729,716,-13,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C42.0,-88.0&markers=color%3Ared%7C42.11556,-75.95917&markers=color%3Agreen%7Clabel%3A2%7C42.0,-88.0&markers=color%3Ared%7Clabel%3A2%7C42.11556,-75.95917&markers=color%3Agreen%7Clabel%3A3%7C41.983,-88.283&markers=color%3Ared%7Clabel%3A3%7C41.40889,-75.66278"
5787,562,509,-53,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.85,-87.65&markers=color%3Ared%7C39.62944,-79.95611&markers=color%3Agreen%7Clabel%3A2%7C41.85,-87.65&markers=color%3Ared%7Clabel%3A2%7C39.62944,-79.95611&markers=color%3Agreen%7Clabel%3A3%7C41.76278,-87.8&markers=color%3Ared%7Clabel%3A3%7C40.17333,-79.85778&markers=color%3Agreen%7Clabel%3A4%7C41.76278,-87.8&markers=color%3Ared%7Clabel%3A4%7C40.17333,-79.85778&markers=color%3Agreen%7Clabel%3A5%7C41.85,-87.65&markers=color%3Ared%7Clabel%3A5%7C40.44056,-79.99611"
5790,515,521,6,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.85,-87.65&markers=color%3Ared%7C43.65,-79.383&markers=color%3Agreen%7Clabel%3A2%7C41.85,-87.65&markers=color%3Ared%7Clabel%3A2%7C43.65,-79.383&markers=color%3Agreen%7Clabel%3A3%7C41.85,-87.65&markers=color%3Ared%7Clabel%3A3%7C43.583,-79.65&markers=color%3Agreen%7Clabel%3A4%7C42.0,-88.0&markers=color%3Ared%7Clabel%3A4%7C43.65,-79.383&markers=color%3Agreen%7Clabel%3A5%7C41.955,-87.94&markers=color%3Ared%7Clabel%3A5%7C43.583,-79.65"
5800,959,959,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.52444,-90.51556&markers=color%3Ared%7C42.82639,-73.96472&markers=color%3Agreen%7Clabel%3A2%7C41.52444,-90.51556&markers=color%3Ared%7Clabel%3A2%7C42.82639,-73.96472"
5814,1172,1190,18,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C36.33194,-94.11833&markers=color%3Ared%7C40.33556,-75.92722&markers=color%3Agreen%7Clabel%3A2%7C36.33194,-94.11833&markers=color%3Ared%7Clabel%3A2%7C40.33556,-75.92722&markers=color%3Agreen%7Clabel%3A3%7C36.33194,-94.11833&markers=color%3Ared%7Clabel%3A3%7C39.9625,-76.72806"
5827,820,817,-3,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.69861,-88.06833&markers=color%3Ared%7C38.36056,-75.59972&markers=color%3Agreen%7Clabel%3A2%7C41.69861,-88.06833&markers=color%3Ared%7Clabel%3A2%7C38.36056,-75.59972&markers=color%3Agreen%7Clabel%3A3%7C41.45528,-88.26167&markers=color%3Ared%7Clabel%3A3%7C39.15806,-75.52472"
5828,995,994,-1,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C43.25,-89.333&markers=color%3Ared%7C45.45,-73.75&markers=color%3Agreen%7Clabel%3A2%7C43.25,-89.333&markers=color%3Ared%7Clabel%3A2%7C45.45,-73.75"
5830,612,612,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C40.26278,-85.67583&markers=color%3Ared%7C41.39472,-75.70694&markers=color%3Agreen%7Clabel%3A2%7C40.26278,-85.67583&markers=color%3Ared%7Clabel%3A2%7C41.39472,-75.70694"
5840,737,751,14,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C35.84222,-90.70417&markers=color%3Ared%7C40.96361,-81.33139&markers=color%3Agreen%7Clabel%3A2%7C35.84222,-90.70417&markers=color%3Ared%7Clabel%3A2%7C40.96361,-81.33139&markers=color%3Agreen%7Clabel%3A3%7C35.14944,-90.04889&markers=color%3Ared%7Clabel%3A3%7C41.15361,-81.35806&markers=color%3Agreen%7Clabel%3A4%7C35.14944,-90.04889&markers=color%3Ared%7Clabel%3A4%7C41.2375,-80.81861&markers=color%3Agreen%7Clabel%3A5%7C35.92722,-89.91889&markers=color%3Ared%7Clabel%3A5%7C41.45278,-82.1825"
5843,915,915,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C42.03472,-93.61972&markers=color%3Ared%7C34.06583,-84.67694&markers=color%3Agreen%7Clabel%3A2%7C42.03472,-93.61972&markers=color%3Ared%7Clabel%3A2%7C34.06583,-84.67694&markers=color%3Agreen%7Clabel%3A3%7C42.03472,-93.61972&markers=color%3Ared%7Clabel%3A3%7C34.06583,-84.67694"
5855,436,431,-5,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C43.03889,-87.90639&markers=color%3Ared%7C41.49944,-81.69556&markers=color%3Agreen%7Clabel%3A2%7C43.03889,-87.90639&markers=color%3Ared%7Clabel%3A2%7C41.49944,-81.69556&markers=color%3Agreen%7Clabel%3A3%7C43.01167,-88.23139&markers=color%3Ared%7Clabel%3A3%7C41.49944,-81.69556&markers=color%3Agreen%7Clabel%3A4%7C42.95972,-87.86139&markers=color%3Ared%7Clabel%3A4%7C41.38972,-81.44139"
5864,1274,1274,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C36.15389,-95.9925&markers=color%3Ared%7C38.77417,-76.07667&markers=color%3Agreen%7Clabel%3A2%7C36.15389,-95.9925&markers=color%3Ared%7Clabel%3A2%7C38.77417,-76.07667"
5869,1353,1353,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C44.98,-93.26361&markers=color%3Ared%7C32.77639,-79.93111&markers=color%3Agreen%7Clabel%3A2%7C44.98,-93.26361&markers=color%3Ared%7Clabel%3A2%7C32.77639,-79.93111"
5878,683,682,-1,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.767,-94.833&markers=color%3Ared%7C37.56861,-84.29639&markers=color%3Agreen%7Clabel%3A2%7C39.767,-94.833&markers=color%3Ared%7Clabel%3A2%7C37.56861,-84.29639&markers=color%3Agreen%7Clabel%3A3%7C39.767,-94.833&markers=color%3Ared%7Clabel%3A3%7C37.56861,-84.29639"
5891,620,620,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C43.68611,-88.54639&markers=color%3Ared%7C40.44056,-79.99611&markers=color%3Agreen%7Clabel%3A2%7C43.68611,-88.54639&markers=color%3Ared%7Clabel%3A2%7C40.44056,-79.99611"
5899,820,787,-33,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C43.69806,-85.48361&markers=color%3Ared%7C41.57694,-73.40889&markers=color%3Agreen%7Clabel%3A2%7C43.69806,-85.48361&markers=color%3Ared%7Clabel%3A2%7C41.57694,-73.40889&markers=color%3Agreen%7Clabel%3A3%7C43.69806,-85.48361&markers=color%3Ared%7Clabel%3A3%7C41.57694,-73.40889&markers=color%3Agreen%7Clabel%3A4%7C43.23417,-86.24833&markers=color%3Ared%7Clabel%3A4%7C42.26667,-72.66944"
5909,330,330,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C35.92722,-89.91889&markers=color%3Ared%7C32.50917,-92.11917&markers=color%3Agreen%7Clabel%3A2%7C35.92722,-89.91889&markers=color%3Ared%7Clabel%3A2%7C32.50917,-92.11917"
5957,702,702,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.09972,-94.57833&markers=color%3Ared%7C38.73167,-82.99778&markers=color%3Agreen%7Clabel%3A2%7C39.09972,-94.57833&markers=color%3Ared%7Clabel%3A2%7C38.73167,-82.99778"
5981,434,434,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C37.85194,-91.27667&markers=color%3Ared%7C39.26194,-84.82&markers=color%3Agreen%7Clabel%3A2%7C37.85194,-91.27667&markers=color%3Ared%7Clabel%3A2%7C39.26194,-84.82"
5982,384,379,-5,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C43.44639,-85.27417&markers=color%3Ared%7C39.59944,-88.60778&markers=color%3Agreen%7Clabel%3A2%7C43.44639,-85.27417&markers=color%3Ared%7Clabel%3A2%7C39.59944,-88.60778&markers=color%3Agreen%7Clabel%3A3%7C43.69806,-85.48361&markers=color%3Ared%7Clabel%3A3%7C40.11639,-88.24333"
6003,923,923,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C38.81,-94.93&markers=color%3Ared%7C31.72,-85.81611&markers=color%3Agreen%7Clabel%3A2%7C38.81,-94.93&markers=color%3Ared%7Clabel%3A2%7C31.72,-85.81611"
6012,809,809,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C40.8,-96.66667&markers=color%3Ared%7C33.76889,-89.80833&markers=color%3Agreen%7Clabel%3A2%7C40.8,-96.66667&markers=color%3Ared%7Clabel%3A2%7C33.76889,-89.80833"
6013,1074,1074,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C36.18667,-94.12861&markers=color%3Ared%7C30.33194,-81.65583&markers=color%3Agreen%7Clabel%3A2%7C36.18667,-94.12861&markers=color%3Ared%7Clabel%3A2%7C30.33194,-81.65583"
6016,1787,1787,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C44.933,-93.083&markers=color%3Ared%7C25.77389,-80.19389&markers=color%3Agreen%7Clabel%3A2%7C44.933,-93.083&markers=color%3Ared%7Clabel%3A2%7C25.77389,-80.19389"
6024,1687,1687,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C38.345,-98.20139&markers=color%3Ared%7C25.77389,-80.19389&markers=color%3Agreen%7Clabel%3A2%7C38.345,-98.20139&markers=color%3Ared%7Clabel%3A2%7C25.77389,-80.19389"
6040,297,287,-10,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.76833,-86.15806&markers=color%3Ared%7C42.52944,-83.78028&markers=color%3Agreen%7Clabel%3A2%7C39.76833,-86.15806&markers=color%3Ared%7Clabel%3A2%7C42.52944,-83.78028&markers=color%3Agreen%7Clabel%3A3%7C39.76833,-86.15806&markers=color%3Ared%7Clabel%3A3%7C43.00778,-84.28472&markers=color%3Agreen%7Clabel%3A4%7C40.27944,-86.51083&markers=color%3Ared%7Clabel%3A4%7C42.69167,-83.55417&markers=color%3Agreen%7Clabel%3A5%7C40.04111,-86.87444&markers=color%3Ared%7Clabel%3A5%7C42.33139,-83.04583"
6061,674,688,14,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C44.64972,-93.2425&markers=color%3Ared%7C41.66389,-83.55528&markers=color%3Agreen%7Clabel%3A2%7C44.64972,-93.2425&markers=color%3Ared%7Clabel%3A2%7C41.66389,-83.55528&markers=color%3Agreen%7Clabel%3A3%7C44.64972,-93.2425&markers=color%3Ared%7Clabel%3A3%7C42.33139,-83.04583&markers=color%3Agreen%7Clabel%3A4%7C44.78944,-93.60194&markers=color%3Ared%7Clabel%3A4%7C42.33139,-83.04583"
6075,685,685,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C46.34333,-94.28639&markers=color%3Ared%7C38.633,-90.25&markers=color%3Agreen%7Clabel%3A2%7C46.34333,-94.28639&markers=color%3Ared%7Clabel%3A2%7C38.633,-90.25"
6090,578,578,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C37.69222,-97.33722&markers=color%3Ared%7C35.14944,-90.04889&markers=color%3Agreen%7Clabel%3A2%7C37.69222,-97.33722&markers=color%3Ared%7Clabel%3A2%7C35.14944,-90.04889"
6095,305,292,-13,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.52139,-85.77694&markers=color%3Ared%7C39.7625,-81.11556&markers=color%3Agreen%7Clabel%3A2%7C39.52139,-85.77694&markers=color%3Ared%7Clabel%3A2%7C39.7625,-81.11556&markers=color%3Agreen%7Clabel%3A3%7C39.76833,-86.15806&markers=color%3Ared%7Clabel%3A3%7C39.28639,-80.25639&markers=color%3Agreen%7Clabel%3A4%7C39.82889,-84.89028&markers=color%3Ared%7Clabel%3A4%7C40.36972,-80.63417"
6096,573,576,3,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C37.08417,-94.51306&markers=color%3Ared%7C41.8875,-88.30528&markers=color%3Agreen%7Clabel%3A2%7C37.08417,-94.51306&markers=color%3Ared%7Clabel%3A2%7C41.8875,-88.30528&markers=color%3Agreen%7Clabel%3A3%7C36.87444,-94.87722&markers=color%3Ared%7Clabel%3A3%7C41.33083,-88.70806"
6097,357,355,-2,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.5275,-86.7&markers=color%3Ared%7C38.21167,-89.99417&markers=color%3Agreen%7Clabel%3A2%7C41.5275,-86.7&markers=color%3Ared%7Clabel%3A2%7C38.21167,-89.99417&markers=color%3Agreen%7Clabel%3A3%7C41.5275,-86.7&markers=color%3Ared%7Clabel%3A3%7C38.21167,-89.99417&markers=color%3Agreen%7Clabel%3A4%7C41.57583,-87.17611&markers=color%3Ared%7Clabel%3A4%7C38.21167,-89.99417&markers=color%3Agreen%7Clabel%3A5%7C41.57583,-87.17611&markers=color%3Ared%7Clabel%3A5%7C38.633,-90.25"
6105,812,812,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C38.06083,-97.92944&markers=color%3Ared%7C38.04917,-84.50028&markers=color%3Agreen%7Clabel%3A2%7C38.06083,-97.92944&markers=color%3Ared%7Clabel%3A2%7C38.04917,-84.50028&markers=color%3Agreen%7Clabel%3A3%7C38.06083,-97.92944&markers=color%3Ared%7Clabel%3A3%7C38.04917,-84.50028&markers=color%3Agreen%7Clabel%3A4%7C38.06083,-97.92944&markers=color%3Ared%7Clabel%3A4%7C38.04917,-84.50028&markers=color%3Agreen%7Clabel%3A5%7C38.06083,-97.92944&markers=color%3Ared%7Clabel%3A5%7C38.04917,-84.50028"
6162,328,328,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.45,-87.45&markers=color%3Ared%7C43.58694,-88.37056&markers=color%3Agreen%7Clabel%3A2%7C39.45,-87.45&markers=color%3Ared%7Clabel%3A2%7C43.58694,-88.37056"
6170,452,460,8,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.43194,-85.02&markers=color%3Ared%7C43.15472,-77.61583&markers=color%3Agreen%7Clabel%3A2%7C41.43194,-85.02&markers=color%3Ared%7Clabel%3A2%7C43.15472,-77.61583&markers=color%3Agreen%7Clabel%3A3%7C41.43194,-85.02&markers=color%3Ared%7Clabel%3A3%7C43.15472,-77.61583&markers=color%3Agreen%7Clabel%3A4%7C41.117,-85.117&markers=color%3Ared%7Clabel%3A4%7C43.15472,-77.61583&markers=color%3Agreen%7Clabel%3A5%7C41.117,-85.117&markers=color%3Ared%7Clabel%3A5%7C43.15472,-77.61583"
6176,284,306,22,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.43333,-96.49778&markers=color%3Ared%7C41.667,-91.333&markers=color%3Agreen%7Clabel%3A2%7C41.43333,-96.49778&markers=color%3Ared%7Clabel%3A2%7C41.667,-91.333&markers=color%3Agreen%7Clabel%3A3%7C40.8,-96.66667&markers=color%3Ared%7Clabel%3A3%7C40.95,-91.55"
6191,226,222,-4,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C44.81139,-91.49833&markers=color%3Ared%7C43.42528,-88.18333&markers=color%3Agreen%7Clabel%3A2%7C44.81139,-91.49833&markers=color%3Ared%7Clabel%3A2%7C43.42528,-88.18333&markers=color%3Agreen%7Clabel%3A3%7C44.81139,-91.49833&markers=color%3Ared%7Clabel%3A3%7C43.42528,-88.18333&markers=color%3Agreen%7Clabel%3A4%7C44.81139,-91.49833&markers=color%3Ared%7Clabel%3A4%7C43.22861,-88.11028&markers=color%3Agreen%7Clabel%3A5%7C44.81139,-91.49833&markers=color%3Ared%7Clabel%3A5%7C43.77306,-88.44694"
6198,107,107,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C42.71028,-92.58278&markers=color%3Ared%7C41.66111,-91.53&markers=color%3Agreen%7Clabel%3A2%7C42.71028,-92.58278&markers=color%3Ared%7Clabel%3A2%7C41.66111,-91.53&markers=color%3Agreen%7Clabel%3A3%7C42.71028,-92.58278&markers=color%3Ared%7Clabel%3A3%7C41.66111,-91.53&markers=color%3Agreen%7Clabel%3A4%7C42.71028,-92.58278&markers=color%3Ared%7Clabel%3A4%7C41.66111,-91.53&markers=color%3Agreen%7Clabel%3A5%7C42.71028,-92.58278&markers=color%3Ared%7Clabel%3A5%7C41.66111,-91.53"
6203,274,266,-8,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.52139,-85.77694&markers=color%3Ared%7C40.50667,-81.785&markers=color%3Agreen%7Clabel%3A2%7C39.52139,-85.77694&markers=color%3Ared%7Clabel%3A2%7C40.50667,-81.785&markers=color%3Agreen%7Clabel%3A3%7C39.48056,-86.055&markers=color%3Ared%7Clabel%3A3%7C41.31361,-81.50861&markers=color%3Agreen%7Clabel%3A4%7C39.82889,-84.89028&markers=color%3Ared%7Clabel%3A4%7C40.79889,-81.37861&markers=color%3Agreen%7Clabel%3A5%7C39.82889,-84.89028&markers=color%3Ared%7Clabel%3A5%7C41.08139,-81.51917"
6210,885,884,-1,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C40.20194,-100.62528&markers=color%3Ared%7C42.7875,-86.10889&markers=color%3Agreen%7Clabel%3A2%7C40.20194,-100.62528&markers=color%3Ared%7Clabel%3A2%7C42.7875,-86.10889"
6221,285,285,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.61056,-86.7225&markers=color%3Ared%7C42.97083,-82.425&markers=color%3Agreen%7Clabel%3A2%7C41.61056,-86.7225&markers=color%3Ared%7Clabel%3A2%7C42.97083,-82.425&markers=color%3Agreen%7Clabel%3A3%7C41.61056,-86.7225&markers=color%3Ared%7Clabel%3A3%7C42.97083,-82.425"
6224,177,174,-3,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.85,-87.65&markers=color%3Ared%7C41.52361,-90.5775&markers=color%3Agreen%7Clabel%3A2%7C41.85,-87.65&markers=color%3Ared%7Clabel%3A2%7C41.52361,-90.5775&markers=color%3Agreen%7Clabel%3A3%7C41.8,-88.317&markers=color%3Ared%7Clabel%3A3%7C41.52361,-90.5775&markers=color%3Agreen%7Clabel%3A4%7C41.66278,-88.53694&markers=color%3Ared%7Clabel%3A4%7C41.52361,-90.5775&markers=color%3Agreen%7Clabel%3A5%7C41.66278,-88.53694&markers=color%3Ared%7Clabel%3A5%7C41.42444,-91.04306"
6227,812,812,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C38.06083,-97.92944&markers=color%3Ared%7C38.04917,-84.50028&markers=color%3Agreen%7Clabel%3A2%7C38.06083,-97.92944&markers=color%3Ared%7Clabel%3A2%7C38.04917,-84.50028&markers=color%3Agreen%7Clabel%3A3%7C38.06083,-97.92944&markers=color%3Ared%7Clabel%3A3%7C38.04917,-84.50028&markers=color%3Agreen%7Clabel%3A4%7C38.06083,-97.92944&markers=color%3Ared%7Clabel%3A4%7C38.04917,-84.50028&markers=color%3Agreen%7Clabel%3A5%7C38.06083,-97.92944&markers=color%3Ared%7Clabel%3A5%7C38.04917,-84.50028"
